file,rows,used_sep,used_encoding,has_author,has_title,has_date,has_content,has_url,source,year_hint,error
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_14.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_15.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_16.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_17.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_18.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_19.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_20.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2023/kenh2023_21.csv,1,auto,utf-8,False,True,True,True,True,unknown,2023,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_5.csv,1,auto,utf-8,True,True,True,False,False,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_1.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_2.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_3.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_4.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_6.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_7.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_8.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_9.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_10.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_11.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_12.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_13.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_14.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_15.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_16.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_17.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_18.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_19.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_20.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_21.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_22.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_23.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_24.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2015/kenh2015_25.csv,1,auto,utf-8,False,True,True,True,True,unknown,2015,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_1.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_2.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_3.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_4.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_5.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_6.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_7.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_8.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_9.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_10.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_11.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_12.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_13.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_14.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_15.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_16.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_17.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_18.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_19.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_20.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_21.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_22.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_23.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_24.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_25.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_26.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_27.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_28.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_29.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2017/kenh2017_30.csv,1,auto,utf-8,False,True,True,True,True,unknown,2017,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_1.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_2.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_3.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_4.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_5.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_6.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_7.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_8.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_9.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_10.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_11.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_12.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_13.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_14.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_15.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_16.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_17.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_18.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_19.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_20.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2019/kenh2019_21.csv,1,auto,utf-8,False,True,True,True,True,unknown,2019,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_1.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_2.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_3.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_4.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_5.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_6.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_7.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_8.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_9.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_10.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_11.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_12.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_13.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_14.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_15.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_16.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_17.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_18.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_19.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_20.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_21.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2021/kenh2021_22.csv,1,auto,utf-8,False,True,True,True,True,unknown,2021,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_1.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_2.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_3.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_4.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_5.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_6.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_7.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_8.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_9.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_10.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_11.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_12.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_13.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_14.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_15.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_16.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_17.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_18.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_19.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_20.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_21.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_22.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2020/kenh2020_23.csv,1,auto,utf-8,False,True,True,True,True,unknown,2020,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2018/kenh2018_1.csv,1,auto,utf-8,False,True,True,True,True,unknown,2018,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2018/kenh2018_2.csv,1,auto,utf-8,False,True,True,True,True,unknown,2018,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/vi-corpus/Kenh /2018/kenh2018_3.csv,1,auto,utf-8,False,True,True,True,True,unknown,2018,
