term,frequency,first_year,in_reference,status
心仪,3,2020.0,True,in_reference
忍痛,3,2020.0,True,in_reference
忙于,3,2020.0,True,in_reference
思念,3,2020.0,True,in_reference
惨,3,2020.0,True,in_reference
惨重,3,2020.0,True,in_reference
懵,3,2020.0,True,in_reference
成行,3,2020.0,True,in_reference
成语,3,2020.0,True,in_reference
投递,3,2020.0,True,in_reference
抢购,3,2020.0,True,in_reference
换班,3,2020.0,True,in_reference
摇篮,3,2020.0,True,in_reference
放行,3,2020.0,True,in_reference
故里,3,2020.0,True,in_reference
救活,3,2020.0,True,in_reference
教皇,3,2020.0,True,in_reference
文史,3,2020.0,True,in_reference
斟酌,3,2020.0,True,in_reference
新奇,3,2020.0,True,in_reference
新颖,3,2020.0,True,in_reference
无用,3,2020.0,True,in_reference
无能为力,3,2020.0,True,in_reference
时时刻刻,3,2020.0,True,in_reference
明智,3,2020.0,True,in_reference
明白人,3,2020.0,True,in_reference
有为,3,2020.0,True,in_reference
服用,3,2020.0,True,in_reference
本校,3,2020.0,True,in_reference
权贵,3,2020.0,True,in_reference
果敢,3,2020.0,True,in_reference
架次,3,2020.0,True,in_reference
核验,3,2020.0,True,in_reference
歪风,3,2020.0,True,in_reference
死守,3,2020.0,True,in_reference
民怨,3,2020.0,True,in_reference
民歌,3,2020.0,True,in_reference
汹涌,3,2020.0,True,in_reference
沉着,3,2020.0,True,in_reference
沮丧,3,2020.0,True,in_reference
油耗,3,2020.0,True,in_reference
测,3,2020.0,True,in_reference
清扫,3,2020.0,True,in_reference
滞留,3,2020.0,True,in_reference
版块,3,2020.0,True,in_reference
牵一发而动全身,3,2020.0,True,in_reference
特效药,3,2020.0,True,in_reference
独善其身,3,2020.0,True,in_reference
电机,3,2020.0,True,in_reference
电话会议,3,2020.0,True,in_reference
畏,3,2020.0,True,in_reference
疑难,3,2020.0,True,in_reference
疫病,3,2020.0,True,in_reference
白手起家,3,2020.0,True,in_reference
相称,3,2020.0,True,in_reference
真情,3,2020.0,True,in_reference
瞒,3,2020.0,True,in_reference
硝烟,3,2020.0,True,in_reference
硬着头皮,3,2020.0,True,in_reference
社会活动,3,2020.0,True,in_reference
祥和,3,2020.0,True,in_reference
租用,3,2020.0,True,in_reference
突飞猛进,3,2020.0,True,in_reference
立国,3,2020.0,True,in_reference
筹措,3,2020.0,True,in_reference
精雕细琢,3,2020.0,True,in_reference
编排,3,2020.0,True,in_reference
联欢,3,2020.0,True,in_reference
脾气,3,2020.0,True,in_reference
致病,3,2020.0,True,in_reference
舍生忘死,3,2020.0,True,in_reference
良知,3,2020.0,True,in_reference
苦笑,3,2020.0,True,in_reference
荧幕,3,2020.0,True,in_reference
虹桥,3,2020.0,True,in_reference
行路,3,2020.0,True,in_reference
衣食住行,3,2020.0,True,in_reference
装甲车,3,2020.0,True,in_reference
西欧,3,2020.0,True,in_reference
语种,3,2020.0,True,in_reference
读本,3,2020.0,True,in_reference
负重,3,2020.0,True,in_reference
起早贪黑,3,2020.0,True,in_reference
超期,3,2020.0,True,in_reference
超负荷,3,2020.0,True,in_reference
足音,3,2020.0,True,in_reference
跨径,3,2020.0,True,in_reference
转手,3,2020.0,True,in_reference
轻微,3,2020.0,True,in_reference
辨析,3,2020.0,True,in_reference
辨证,3,2020.0,True,in_reference
退缩,3,2020.0,True,in_reference
送别,3,2020.0,True,in_reference
送行,3,2020.0,True,in_reference
通吃,3,2020.0,True,in_reference
通路,3,2020.0,True,in_reference
锐利,3,2020.0,True,in_reference
闽,3,2020.0,True,in_reference
阳性,3,2020.0,True,in_reference
陡,3,2020.0,True,in_reference
除夕夜,3,2020.0,True,in_reference
隐隐,3,2020.0,True,in_reference
难能可贵,3,2020.0,True,in_reference
震动,3,2020.0,True,in_reference
韵味,3,2020.0,True,in_reference
预估,3,2020.0,True,in_reference
预知,3,2020.0,True,in_reference
风土人情,3,2020.0,True,in_reference
飞快,3,2020.0,True,in_reference
高职,3,2020.0,True,in_reference
鲜少,3,2020.0,True,in_reference
鸣,3,2020.0,True,in_reference
黑夜,3,2020.0,True,in_reference
龚,3,2020.0,True,in_reference
不止,3,2021.0,True,in_reference
丢掉,3,2021.0,True,in_reference
代言,3,2021.0,True,in_reference
佳绩,3,2021.0,True,in_reference
信任感,3,2021.0,True,in_reference
元年,3,2021.0,True,in_reference
兜,3,2021.0,True,in_reference
入门,3,2021.0,True,in_reference
内忧外患,3,2021.0,True,in_reference
内饰,3,2021.0,True,in_reference
凝望,3,2021.0,True,in_reference
到场,3,2021.0,True,in_reference
劲敌,3,2021.0,True,in_reference
劳动密集型,3,2021.0,True,in_reference
反噬,3,2021.0,True,in_reference
受挫,3,2021.0,True,in_reference
变形,3,2021.0,True,in_reference
可取,3,2021.0,True,in_reference
告白,3,2021.0,True,in_reference
哥,3,2021.0,True,in_reference
坦克,3,2021.0,True,in_reference
大额,3,2021.0,True,in_reference
头疼,3,2021.0,True,in_reference
字眼,3,2021.0,True,in_reference
安全带,3,2021.0,True,in_reference
履,3,2021.0,True,in_reference
巳,3,2021.0,True,in_reference
微弱,3,2021.0,True,in_reference
恒,3,2021.0,True,in_reference
悉数,3,2021.0,True,in_reference
惨遭,3,2021.0,True,in_reference
扩产,3,2021.0,True,in_reference
批量,3,2021.0,True,in_reference
抵挡,3,2021.0,True,in_reference
掐,3,2021.0,True,in_reference
推陈出新,3,2021.0,True,in_reference
措手不及,3,2021.0,True,in_reference
映衬,3,2021.0,True,in_reference
月份,3,2021.0,True,in_reference
比方,3,2021.0,True,in_reference
水到渠成,3,2021.0,True,in_reference
浪花,3,2021.0,True,in_reference
涨跌,3,2021.0,True,in_reference
深谙,3,2021.0,True,in_reference
湮没,3,2021.0,True,in_reference
炼,3,2021.0,True,in_reference
爆发力,3,2021.0,True,in_reference
猛攻,3,2021.0,True,in_reference
盛世,3,2021.0,True,in_reference
相较,3,2021.0,True,in_reference
看家本领,3,2021.0,True,in_reference
积蓄,3,2021.0,True,in_reference
窒息,3,2021.0,True,in_reference
老实,3,2021.0,True,in_reference
船头,3,2021.0,True,in_reference
良策,3,2021.0,True,in_reference
萌芽,3,2021.0,True,in_reference
营运,3,2021.0,True,in_reference
资历,3,2021.0,True,in_reference
跑道,3,2021.0,True,in_reference
边上,3,2021.0,True,in_reference
还债,3,2021.0,True,in_reference
重围,3,2021.0,True,in_reference
野心,3,2021.0,True,in_reference
铺垫,3,2021.0,True,in_reference
陡增,3,2021.0,True,in_reference
飘红,3,2021.0,True,in_reference
饮鸩止渴,3,2021.0,True,in_reference
一刹那,3,2022.0,True,in_reference
一应俱全,3,2022.0,True,in_reference
上空,3,2022.0,True,in_reference
不合时宜,3,2022.0,True,in_reference
不言而喻,3,2022.0,True,in_reference
专利权,3,2022.0,True,in_reference
专卖店,3,2022.0,True,in_reference
世人,3,2022.0,True,in_reference
中叶,3,2022.0,True,in_reference
中和,3,2022.0,True,in_reference
丰产,3,2022.0,True,in_reference
丰茂,3,2022.0,True,in_reference
临时代办,3,2022.0,True,in_reference
主轴,3,2022.0,True,in_reference
举世,3,2022.0,True,in_reference
义,3,2022.0,True,in_reference
书生,3,2022.0,True,in_reference
亟,3,2022.0,True,in_reference
交响乐,3,2022.0,True,in_reference
人心所向,3,2022.0,True,in_reference
仁人志士,3,2022.0,True,in_reference
从头,3,2022.0,True,in_reference
仗,3,2022.0,True,in_reference
以北,3,2022.0,True,in_reference
伊斯兰堡,3,2022.0,True,in_reference
伙食,3,2022.0,True,in_reference
会战,3,2022.0,True,in_reference
传世,3,2022.0,True,in_reference
伴唱,3,2022.0,True,in_reference
佐,3,2022.0,True,in_reference
佐餐,3,2022.0,True,in_reference
信使,3,2022.0,True,in_reference
信息流,3,2022.0,True,in_reference
修炼,3,2022.0,True,in_reference
倾心,3,2022.0,True,in_reference
偏僻,3,2022.0,True,in_reference
停步,3,2022.0,True,in_reference
先秦,3,2022.0,True,in_reference
克己奉公,3,2022.0,True,in_reference
全集,3,2022.0,True,in_reference
公车,3,2022.0,True,in_reference
典故,3,2022.0,True,in_reference
兼容,3,2022.0,True,in_reference
内燃机车,3,2022.0,True,in_reference
内科,3,2022.0,True,in_reference
写字楼,3,2022.0,True,in_reference
写本,3,2022.0,True,in_reference
军校,3,2022.0,True,in_reference
凝固,3,2022.0,True,in_reference
分量,3,2022.0,True,in_reference
切口,3,2022.0,True,in_reference
切面,3,2022.0,True,in_reference
划算,3,2022.0,True,in_reference
刷屏,3,2022.0,True,in_reference
刻舟求剑,3,2022.0,True,in_reference
割,3,2022.0,True,in_reference
动容,3,2022.0,True,in_reference
动情,3,2022.0,True,in_reference
劲旅,3,2022.0,True,in_reference
势如破竹,3,2022.0,True,in_reference
勇往直前,3,2022.0,True,in_reference
医方,3,2022.0,True,in_reference
千山万水,3,2022.0,True,in_reference
千辛万苦,3,2022.0,True,in_reference
单机,3,2022.0,True,in_reference
南山,3,2022.0,True,in_reference
博览,3,2022.0,True,in_reference
卡通,3,2022.0,True,in_reference
卧,3,2022.0,True,in_reference
卫生间,3,2022.0,True,in_reference
印第安人,3,2022.0,True,in_reference
厚实,3,2022.0,True,in_reference
去处,3,2022.0,True,in_reference
反哺,3,2022.0,True,in_reference
发球,3,2022.0,True,in_reference
发觉,3,2022.0,True,in_reference
只争朝夕,3,2022.0,True,in_reference
叫作,3,2022.0,True,in_reference
召集人,3,2022.0,True,in_reference
史实,3,2022.0,True,in_reference
合体,3,2022.0,True,in_reference
名句,3,2022.0,True,in_reference
含糊,3,2022.0,True,in_reference
听见,3,2022.0,True,in_reference
听觉,3,2022.0,True,in_reference
周到,3,2022.0,True,in_reference
咬,3,2022.0,True,in_reference
品鉴,3,2022.0,True,in_reference
唱片,3,2022.0,True,in_reference
喀斯特,3,2022.0,True,in_reference
国宝,3,2022.0,True,in_reference
地平线,3,2022.0,True,in_reference
地球村,3,2022.0,True,in_reference
地貌,3,2022.0,True,in_reference
坚果,3,2022.0,True,in_reference
垫,3,2022.0,True,in_reference
堵车,3,2022.0,True,in_reference
塑像,3,2022.0,True,in_reference
增光添彩,3,2022.0,True,in_reference
壮年,3,2022.0,True,in_reference
多种多样,3,2022.0,True,in_reference
夜幕,3,2022.0,True,in_reference
夜游,3,2022.0,True,in_reference
大伙儿,3,2022.0,True,in_reference
大写,3,2022.0,True,in_reference
大干,3,2022.0,True,in_reference
大拇指,3,2022.0,True,in_reference
大浪淘沙,3,2022.0,True,in_reference
天职,3,2022.0,True,in_reference
失色,3,2022.0,True,in_reference
头雁,3,2022.0,True,in_reference
夸,3,2022.0,True,in_reference
好多,3,2022.0,True,in_reference
如数家珍,3,2022.0,True,in_reference
妙不可言,3,2022.0,True,in_reference
娓娓,3,2022.0,True,in_reference
字形,3,2022.0,True,in_reference
字母,3,2022.0,True,in_reference
学以致用,3,2022.0,True,in_reference
学艺,3,2022.0,True,in_reference
守株待兔,3,2022.0,True,in_reference
完好,3,2022.0,True,in_reference
宙,3,2022.0,True,in_reference
宝库,3,2022.0,True,in_reference
宝藏,3,2022.0,True,in_reference
实打实,3,2022.0,True,in_reference
富足,3,2022.0,True,in_reference
寺庙,3,2022.0,True,in_reference
小伙子,3,2022.0,True,in_reference
小圈子,3,2022.0,True,in_reference
小提琴,3,2022.0,True,in_reference
小灶,3,2022.0,True,in_reference
小路,3,2022.0,True,in_reference
屋里,3,2022.0,True,in_reference
展柜,3,2022.0,True,in_reference
展陈,3,2022.0,True,in_reference
山川,3,2022.0,True,in_reference
山腰,3,2022.0,True,in_reference
山路,3,2022.0,True,in_reference
峡谷,3,2022.0,True,in_reference
崭露头角,3,2022.0,True,in_reference
工期,3,2022.0,True,in_reference
市面,3,2022.0,True,in_reference
常设,3,2022.0,True,in_reference
幕墙,3,2022.0,True,in_reference
广为,3,2022.0,True,in_reference
庄稼,3,2022.0,True,in_reference
废料,3,2022.0,True,in_reference
座无虚席,3,2022.0,True,in_reference
延时,3,2022.0,True,in_reference
开凿,3,2022.0,True,in_reference
开埠,3,2022.0,True,in_reference
开掘,3,2022.0,True,in_reference
开花结果,3,2022.0,True,in_reference
开课,3,2022.0,True,in_reference
开路先锋,3,2022.0,True,in_reference
开门见山,3,2022.0,True,in_reference
强盛,3,2022.0,True,in_reference
强韧,3,2022.0,True,in_reference
当道,3,2022.0,True,in_reference
当量,3,2022.0,True,in_reference
彩塑,3,2022.0,True,in_reference
彪炳,3,2022.0,True,in_reference
彻查,3,2022.0,True,in_reference
径直,3,2022.0,True,in_reference
律法,3,2022.0,True,in_reference
微米,3,2022.0,True,in_reference
心中有数,3,2022.0,True,in_reference
心事,3,2022.0,True,in_reference
必修课,3,2022.0,True,in_reference
急就章,3,2022.0,True,in_reference
悔,3,2022.0,True,in_reference
愉快,3,2022.0,True,in_reference
意向书,3,2022.0,True,in_reference
意蕴,3,2022.0,True,in_reference
成品,3,2022.0,True,in_reference
截瘫,3,2022.0,True,in_reference
户口本,3,2022.0,True,in_reference
户均,3,2022.0,True,in_reference
手柄,3,2022.0,True,in_reference
手脚,3,2022.0,True,in_reference
手腕,3,2022.0,True,in_reference
打倒,3,2022.0,True,in_reference
打头,3,2022.0,True,in_reference
打江山,3,2022.0,True,in_reference
技师,3,2022.0,True,in_reference
抄写,3,2022.0,True,in_reference
抚今追昔,3,2022.0,True,in_reference
护士,3,2022.0,True,in_reference
护林,3,2022.0,True,in_reference
抽调,3,2022.0,True,in_reference
拐,3,2022.0,True,in_reference
招呼,3,2022.0,True,in_reference
拼装,3,2022.0,True,in_reference
按钮,3,2022.0,True,in_reference
换届,3,2022.0,True,in_reference
排他性,3,2022.0,True,in_reference
排位,3,2022.0,True,in_reference
掷地有声,3,2022.0,True,in_reference
摩托,3,2022.0,True,in_reference
操守,3,2022.0,True,in_reference
收效,3,2022.0,True,in_reference
收看,3,2022.0,True,in_reference
放手,3,2022.0,True,in_reference
政风,3,2022.0,True,in_reference
故居,3,2022.0,True,in_reference
效,3,2022.0,True,in_reference
数值,3,2022.0,True,in_reference
新意,3,2022.0,True,in_reference
新生力量,3,2022.0,True,in_reference
新鲜血液,3,2022.0,True,in_reference
无边无际,3,2022.0,True,in_reference
日程,3,2022.0,True,in_reference
明理,3,2022.0,True,in_reference
映射,3,2022.0,True,in_reference
暴雷,3,2022.0,True,in_reference
有形,3,2022.0,True,in_reference
有钱,3,2022.0,True,in_reference
朝代,3,2022.0,True,in_reference
本位,3,2022.0,True,in_reference
本体,3,2022.0,True,in_reference
本该,3,2022.0,True,in_reference
权宜之计,3,2022.0,True,in_reference
条目,3,2022.0,True,in_reference
林立,3,2022.0,True,in_reference
柏油路,3,2022.0,True,in_reference
栉风沐雨,3,2022.0,True,in_reference
核岛,3,2022.0,True,in_reference
次第,3,2022.0,True,in_reference
歌词,3,2022.0,True,in_reference
残卷,3,2022.0,True,in_reference
每每,3,2022.0,True,in_reference
比作,3,2022.0,True,in_reference
民房,3,2022.0,True,in_reference
汛期,3,2022.0,True,in_reference
油菜,3,2022.0,True,in_reference
法网,3,2022.0,True,in_reference
洁净,3,2022.0,True,in_reference
洪亮,3,2022.0,True,in_reference
派别,3,2022.0,True,in_reference
浓墨重彩,3,2022.0,True,in_reference
浩如烟海,3,2022.0,True,in_reference
浩繁,3,2022.0,True,in_reference
浴血奋战,3,2022.0,True,in_reference
涂,3,2022.0,True,in_reference
涂层,3,2022.0,True,in_reference
涂抹,3,2022.0,True,in_reference
消防车,3,2022.0,True,in_reference
液晶,3,2022.0,True,in_reference
淬火,3,2022.0,True,in_reference
深知,3,2022.0,True,in_reference
混凝土,3,2022.0,True,in_reference
清廉,3,2022.0,True,in_reference
清洗,3,2022.0,True,in_reference
渠,3,2022.0,True,in_reference
港务,3,2022.0,True,in_reference
港湾,3,2022.0,True,in_reference
湿度,3,2022.0,True,in_reference
满满当当,3,2022.0,True,in_reference
漫灌,3,2022.0,True,in_reference
潮涌,3,2022.0,True,in_reference
潮湿,3,2022.0,True,in_reference
激荡,3,2022.0,True,in_reference
灰尘,3,2022.0,True,in_reference
灵巧,3,2022.0,True,in_reference
点儿,3,2022.0,True,in_reference
点缀,3,2022.0,True,in_reference
热身赛,3,2022.0,True,in_reference
牛奶,3,2022.0,True,in_reference
猖獗,3,2022.0,True,in_reference
现实主义,3,2022.0,True,in_reference
珍爱,3,2022.0,True,in_reference
班组,3,2022.0,True,in_reference
甘,3,2022.0,True,in_reference
用武之地,3,2022.0,True,in_reference
田地,3,2022.0,True,in_reference
由衷,3,2022.0,True,in_reference
申办,3,2022.0,True,in_reference
电视片,3,2022.0,True,in_reference
画作,3,2022.0,True,in_reference
畅想,3,2022.0,True,in_reference
畏缩,3,2022.0,True,in_reference
留言簿,3,2022.0,True,in_reference
疑难杂症,3,2022.0,True,in_reference
疾驰,3,2022.0,True,in_reference
病房,3,2022.0,True,in_reference
百折不挠,3,2022.0,True,in_reference
皮层,3,2022.0,True,in_reference
相当于,3,2022.0,True,in_reference
相隔,3,2022.0,True,in_reference
真谛,3,2022.0,True,in_reference
石窟,3,2022.0,True,in_reference
矿石,3,2022.0,True,in_reference
破碎,3,2022.0,True,in_reference
破败,3,2022.0,True,in_reference
破题,3,2022.0,True,in_reference
硕果,3,2022.0,True,in_reference
硬朗,3,2022.0,True,in_reference
碑,3,2022.0,True,in_reference
磨炼,3,2022.0,True,in_reference
神经元,3,2022.0,True,in_reference
秀美,3,2022.0,True,in_reference
窗户,3,2022.0,True,in_reference
竭泽而渔,3,2022.0,True,in_reference
竹林,3,2022.0,True,in_reference
笔墨,3,2022.0,True,in_reference
答题,3,2022.0,True,in_reference
策动,3,2022.0,True,in_reference
策源地,3,2022.0,True,in_reference
筹,3,2022.0,True,in_reference
粗糙,3,2022.0,True,in_reference
粤语,3,2022.0,True,in_reference
精干,3,2022.0,True,in_reference
精打细算,3,2022.0,True,in_reference
精诚,3,2022.0,True,in_reference
累累,3,2022.0,True,in_reference
繁花,3,2022.0,True,in_reference
红火,3,2022.0,True,in_reference
线缆,3,2022.0,True,in_reference
终审,3,2022.0,True,in_reference
绝境,3,2022.0,True,in_reference
绳索,3,2022.0,True,in_reference
绵绵,3,2022.0,True,in_reference
绿油油,3,2022.0,True,in_reference
编写,3,2022.0,True,in_reference
缘,3,2022.0,True,in_reference
缜密,3,2022.0,True,in_reference
翻版,3,2022.0,True,in_reference
老乡,3,2022.0,True,in_reference
老伴儿,3,2022.0,True,in_reference
老佛爷,3,2022.0,True,in_reference
老辈,3,2022.0,True,in_reference
考卷,3,2022.0,True,in_reference
耦合,3,2022.0,True,in_reference
联,3,2022.0,True,in_reference
联建,3,2022.0,True,in_reference
聚首,3,2022.0,True,in_reference
肉类,3,2022.0,True,in_reference
背心,3,2022.0,True,in_reference
胜仗,3,2022.0,True,in_reference
脊,3,2022.0,True,in_reference
腔,3,2022.0,True,in_reference
自驾游,3,2022.0,True,in_reference
舒心,3,2022.0,True,in_reference
艺,3,2022.0,True,in_reference
芯,3,2022.0,True,in_reference
花坛,3,2022.0,True,in_reference
茎,3,2022.0,True,in_reference
著述,3,2022.0,True,in_reference
葳蕤,3,2022.0,True,in_reference
蓄,3,2022.0,True,in_reference
蕊,3,2022.0,True,in_reference
蜂,3,2022.0,True,in_reference
蜿蜒,3,2022.0,True,in_reference
街市,3,2022.0,True,in_reference
装卸,3,2022.0,True,in_reference
要事,3,2022.0,True,in_reference
誓词,3,2022.0,True,in_reference
计算器,3,2022.0,True,in_reference
讲席,3,2022.0,True,in_reference
诗剧,3,2022.0,True,in_reference
谩骂,3,2022.0,True,in_reference
豆花,3,2022.0,True,in_reference
负薪,3,2022.0,True,in_reference
贤能,3,2022.0,True,in_reference
赛程,3,2022.0,True,in_reference
赞歌,3,2022.0,True,in_reference
赵,3,2022.0,True,in_reference
起舞,3,2022.0,True,in_reference
超声,3,2022.0,True,in_reference
跆拳道,3,2022.0,True,in_reference
路灯,3,2022.0,True,in_reference
路程,3,2022.0,True,in_reference
路费,3,2022.0,True,in_reference
路途,3,2022.0,True,in_reference
跳远,3,2022.0,True,in_reference
身形,3,2022.0,True,in_reference
身材,3,2022.0,True,in_reference
躲闪,3,2022.0,True,in_reference
转辙,3,2022.0,True,in_reference
轮训,3,2022.0,True,in_reference
边陲,3,2022.0,True,in_reference
迁出,3,2022.0,True,in_reference
远眺,3,2022.0,True,in_reference
适应症,3,2022.0,True,in_reference
通向,3,2022.0,True,in_reference
通达,3,2022.0,True,in_reference
遗书,3,2022.0,True,in_reference
邀约,3,2022.0,True,in_reference
邦,3,2022.0,True,in_reference
酣畅,3,2022.0,True,in_reference
重逢,3,2022.0,True,in_reference
金币,3,2022.0,True,in_reference
金秋,3,2022.0,True,in_reference
铁杆,3,2022.0,True,in_reference
铁水,3,2022.0,True,in_reference
铜墙铁壁,3,2022.0,True,in_reference
锐意,3,2022.0,True,in_reference
错落,3,2022.0,True,in_reference
长卷,3,2022.0,True,in_reference
闪现,3,2022.0,True,in_reference
闲暇,3,2022.0,True,in_reference
防暑,3,2022.0,True,in_reference
隔热,3,2022.0,True,in_reference
难事,3,2022.0,True,in_reference
雪中送炭,3,2022.0,True,in_reference
雪灾,3,2022.0,True,in_reference
震耳欲聋,3,2022.0,True,in_reference
音频,3,2022.0,True,in_reference
颁授,3,2022.0,True,in_reference
预赛,3,2022.0,True,in_reference
风靡,3,2022.0,True,in_reference
飞鸟,3,2022.0,True,in_reference
驾驶室,3,2022.0,True,in_reference
骨气,3,2022.0,True,in_reference
高喊,3,2022.0,True,in_reference
高扬,3,2022.0,True,in_reference
高精尖,3,2022.0,True,in_reference
高能物理,3,2022.0,True,in_reference
鲜,3,2022.0,True,in_reference
鲜亮,3,2022.0,True,in_reference
鲜肉,3,2022.0,True,in_reference
麦克风,3,2022.0,True,in_reference
齐心,3,2022.0,True,in_reference
七月,3,2023.0,True,in_reference
不公,3,2023.0,True,in_reference
井,3,2023.0,True,in_reference
交割,3,2023.0,True,in_reference
侦察,3,2023.0,True,in_reference
倒闭,3,2023.0,True,in_reference
全能,3,2023.0,True,in_reference
共用,3,2023.0,True,in_reference
分拣,3,2023.0,True,in_reference
力克,3,2023.0,True,in_reference
加法,3,2023.0,True,in_reference
区块,3,2023.0,True,in_reference
卸载,3,2023.0,True,in_reference
友情,3,2023.0,True,in_reference
发言权,3,2023.0,True,in_reference
合理化,3,2023.0,True,in_reference
喊话,3,2023.0,True,in_reference
器官,3,2023.0,True,in_reference
域,3,2023.0,True,in_reference
复活,3,2023.0,True,in_reference
天平,3,2023.0,True,in_reference
套作,3,2023.0,True,in_reference
好比,3,2023.0,True,in_reference
宇宙射线,3,2023.0,True,in_reference
宇宙空间,3,2023.0,True,in_reference
实线,3,2023.0,True,in_reference
市盈率,3,2023.0,True,in_reference
弹,3,2023.0,True,in_reference
影迷,3,2023.0,True,in_reference
往后,3,2023.0,True,in_reference
循环往复,3,2023.0,True,in_reference
打扰,3,2023.0,True,in_reference
扬言,3,2023.0,True,in_reference
技术装备,3,2023.0,True,in_reference
折戟沉沙,3,2023.0,True,in_reference
挑动,3,2023.0,True,in_reference
握手言和,3,2023.0,True,in_reference
收容,3,2023.0,True,in_reference
晚期,3,2023.0,True,in_reference
普遍性,3,2023.0,True,in_reference
暴露无遗,3,2023.0,True,in_reference
更替,3,2023.0,True,in_reference
柴,3,2023.0,True,in_reference
桌子,3,2023.0,True,in_reference
残运会,3,2023.0,True,in_reference
流离失所,3,2023.0,True,in_reference
漂浮,3,2023.0,True,in_reference
漱口,3,2023.0,True,in_reference
澡,3,2023.0,True,in_reference
父女,3,2023.0,True,in_reference
疲态,3,2023.0,True,in_reference
盘算,3,2023.0,True,in_reference
直通,3,2023.0,True,in_reference
神经系统,3,2023.0,True,in_reference
竞相,3,2023.0,True,in_reference
笔画,3,2023.0,True,in_reference
粉碎,3,2023.0,True,in_reference
糅合,3,2023.0,True,in_reference
细心,3,2023.0,True,in_reference
缺位,3,2023.0,True,in_reference
网络版,3,2023.0,True,in_reference
考题,3,2023.0,True,in_reference
血战,3,2023.0,True,in_reference
覃,3,2023.0,True,in_reference
视阈,3,2023.0,True,in_reference
解体,3,2023.0,True,in_reference
讨厌,3,2023.0,True,in_reference
诱发,3,2023.0,True,in_reference
贝尔,3,2023.0,True,in_reference
贪婪,3,2023.0,True,in_reference
趁,3,2023.0,True,in_reference
足不出户,3,2023.0,True,in_reference
近郊,3,2023.0,True,in_reference
连续性,3,2023.0,True,in_reference
通货膨胀,3,2023.0,True,in_reference
邂逅,3,2023.0,True,in_reference
采矿,3,2023.0,True,in_reference
顶端,3,2023.0,True,in_reference
首尔,3,2023.0,True,in_reference
驻军,3,2023.0,True,in_reference
下列,3,2024.0,True,in_reference
不成比例,3,2024.0,True,in_reference
业主,3,2024.0,True,in_reference
中篇小说,3,2024.0,True,in_reference
二手房,3,2024.0,True,in_reference
亮色,3,2024.0,True,in_reference
任内,3,2024.0,True,in_reference
像样,3,2024.0,True,in_reference
冶炼,3,2024.0,True,in_reference
切磋,3,2024.0,True,in_reference
划船,3,2024.0,True,in_reference
刻不容缓,3,2024.0,True,in_reference
动画片,3,2024.0,True,in_reference
勘测,3,2024.0,True,in_reference
可口可乐,3,2024.0,True,in_reference
咨文,3,2024.0,True,in_reference
唏嘘,3,2024.0,True,in_reference
堆积,3,2024.0,True,in_reference
店面,3,2024.0,True,in_reference
急诊,3,2024.0,True,in_reference
扰民,3,2024.0,True,in_reference
拉齐,3,2024.0,True,in_reference
暮,3,2024.0,True,in_reference
松鼠,3,2024.0,True,in_reference
档期,3,2024.0,True,in_reference
模棱两可,3,2024.0,True,in_reference
洒脱,3,2024.0,True,in_reference
激战,3,2024.0,True,in_reference
烟,3,2024.0,True,in_reference
燃,3,2024.0,True,in_reference
玉,3,2024.0,True,in_reference
王后,3,2024.0,True,in_reference
甲骨,3,2024.0,True,in_reference
电影院,3,2024.0,True,in_reference
短篇小说,3,2024.0,True,in_reference
终选,3,2024.0,True,in_reference
调头,3,2024.0,True,in_reference
赔本,3,2024.0,True,in_reference
通力,3,2024.0,True,in_reference
配额,3,2024.0,True,in_reference
重器,3,2024.0,True,in_reference
限额,3,2024.0,True,in_reference
顺差,3,2024.0,True,in_reference
顾及,3,2024.0,True,in_reference
飞播,3,2024.0,True,in_reference
驶离,3,2024.0,True,in_reference
一条龙,3,2025.0,True,in_reference
一步一个脚印,3,2025.0,True,in_reference
一锤定音,3,2025.0,True,in_reference
上方,3,2025.0,True,in_reference
上架,3,2025.0,True,in_reference
不可逾越,3,2025.0,True,in_reference
不得而知,3,2025.0,True,in_reference
不禁,3,2025.0,True,in_reference
不要,3,2025.0,True,in_reference
专有,3,2025.0,True,in_reference
中老年,3,2025.0,True,in_reference
中高档,3,2025.0,True,in_reference
临界,3,2025.0,True,in_reference
主创,3,2025.0,True,in_reference
主厨,3,2025.0,True,in_reference
主因,3,2025.0,True,in_reference
主意,3,2025.0,True,in_reference
主治医生,3,2025.0,True,in_reference
主页,3,2025.0,True,in_reference
习以为常,3,2025.0,True,in_reference
买单,3,2025.0,True,in_reference
争先,3,2025.0,True,in_reference
二产,3,2025.0,True,in_reference
五官,3,2025.0,True,in_reference
亚太地区,3,2025.0,True,in_reference
亢,3,2025.0,True,in_reference
交运,3,2025.0,True,in_reference
产权证,3,2025.0,True,in_reference
享乐,3,2025.0,True,in_reference
享誉,3,2025.0,True,in_reference
亭子,3,2025.0,True,in_reference
亮堂,3,2025.0,True,in_reference
人质,3,2025.0,True,in_reference
仁慈,3,2025.0,True,in_reference
今非昔比,3,2025.0,True,in_reference
代名词,3,2025.0,True,in_reference
代行,3,2025.0,True,in_reference
以东,3,2025.0,True,in_reference
仿制,3,2025.0,True,in_reference
伏笔,3,2025.0,True,in_reference
优先权,3,2025.0,True,in_reference
优待,3,2025.0,True,in_reference
